model,seed,concept,layer,rank,direction,lang,acc_before,acc_after
bigscience/bloom-560m,2,side,2,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,2,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,side,4,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,4,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,side,6,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,6,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,side,8,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,8,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,side,10,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,10,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,side,12,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,12,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,side,12,4,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,12,4,random,bn,1.0,1.0
bigscience/bloom-560m,2,side,14,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,14,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,side,16,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,16,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,side,18,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,18,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,side,20,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,20,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,side,22,1,random,bn,1.0,1.0
bigscience/bloom-560m,2,gender,22,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,0,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,2,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,4,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,6,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,8,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,10,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,12,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,12,4,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,14,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,16,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,18,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,20,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,22,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,side,0,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,2,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,4,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,6,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,8,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,10,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,12,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,12,4,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,14,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,16,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,18,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,20,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,22,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,side,0,1,en,en,1.0,1.0
bigscience/bloom-560m,3,side,2,1,en,en,1.0,1.0
bigscience/bloom-560m,3,side,4,1,en,en,1.0,1.0
bigscience/bloom-560m,3,side,6,1,en,en,1.0,0.9166666666666666
bigscience/bloom-560m,3,side,8,1,en,en,1.0,1.0
bigscience/bloom-560m,3,side,10,1,en,en,1.0,1.0
bigscience/bloom-560m,3,side,12,1,en,en,1.0,1.0
bigscience/bloom-560m,3,side,12,4,en,en,1.0,0.9166666666666666
bigscience/bloom-560m,3,side,14,1,en,en,1.0,1.0
bigscience/bloom-560m,3,side,16,1,en,en,1.0,1.0
bigscience/bloom-560m,3,side,18,1,en,en,1.0,1.0
bigscience/bloom-560m,3,side,20,1,en,en,1.0,0.9166666666666666
bigscience/bloom-560m,3,side,22,1,en,en,0.9166666666666666,1.0
bigscience/bloom-560m,3,gender,0,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,2,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,4,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,6,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,8,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,10,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,12,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,12,4,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,14,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,16,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,18,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,20,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,22,1,bn,bn,1.0,1.0
bigscience/bloom-560m,3,gender,0,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,2,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,4,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,6,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,8,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,10,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,12,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,12,4,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,14,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,16,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,18,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,20,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,22,1,hi,hi,1.0,1.0
bigscience/bloom-560m,3,gender,0,1,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,2,1,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,4,1,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,6,1,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,8,1,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,10,1,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,12,1,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,12,4,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,14,1,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,16,1,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,18,1,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,20,1,en,en,1.0,1.0
bigscience/bloom-560m,3,gender,22,1,en,en,1.0,1.0
bigscience/bloom-560m,3,side,0,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,0,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,2,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,2,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,4,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,4,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,6,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,6,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,8,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,8,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,10,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,10,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,12,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,12,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,12,4,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,12,4,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,14,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,14,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,16,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,16,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,18,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,18,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,20,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,20,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,side,22,1,random,bn,1.0,1.0
bigscience/bloom-560m,3,gender,22,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,0,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,2,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,4,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,6,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,8,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,10,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,12,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,12,4,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,14,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,16,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,18,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,20,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,22,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,side,0,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,2,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,4,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,6,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,8,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,10,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,12,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,12,4,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,14,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,16,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,18,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,20,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,22,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,side,0,1,en,en,0.8333333333333334,0.8333333333333334
bigscience/bloom-560m,4,side,2,1,en,en,0.8333333333333334,0.9166666666666666
bigscience/bloom-560m,4,side,4,1,en,en,0.9166666666666666,0.8333333333333334
bigscience/bloom-560m,4,side,6,1,en,en,1.0,1.0
bigscience/bloom-560m,4,side,8,1,en,en,1.0,1.0
bigscience/bloom-560m,4,side,10,1,en,en,1.0,1.0
bigscience/bloom-560m,4,side,12,1,en,en,1.0,1.0
bigscience/bloom-560m,4,side,12,4,en,en,1.0,0.9166666666666666
bigscience/bloom-560m,4,side,14,1,en,en,1.0,1.0
bigscience/bloom-560m,4,side,16,1,en,en,1.0,1.0
bigscience/bloom-560m,4,side,18,1,en,en,1.0,1.0
bigscience/bloom-560m,4,side,20,1,en,en,1.0,1.0
bigscience/bloom-560m,4,side,22,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,0,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,2,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,4,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,6,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,8,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,10,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,12,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,12,4,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,14,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,16,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,18,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,20,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,22,1,bn,bn,1.0,1.0
bigscience/bloom-560m,4,gender,0,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,2,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,4,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,6,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,8,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,10,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,12,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,12,4,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,14,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,16,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,18,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,20,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,22,1,hi,hi,1.0,1.0
bigscience/bloom-560m,4,gender,0,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,2,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,4,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,6,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,8,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,10,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,12,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,12,4,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,14,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,16,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,18,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,20,1,en,en,1.0,1.0
bigscience/bloom-560m,4,gender,22,1,en,en,1.0,1.0
bigscience/bloom-560m,4,side,0,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,0,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,2,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,2,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,4,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,4,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,6,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,6,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,8,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,8,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,10,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,10,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,12,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,12,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,12,4,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,12,4,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,14,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,14,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,16,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,16,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,18,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,18,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,20,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,20,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,side,22,1,random,bn,1.0,1.0
bigscience/bloom-560m,4,gender,22,1,random,bn,1.0,1.0
